beach_id,collection_date,site_name,e_coli,date
2,2024-08-04,22W,110,2024-08-04
2,2024-08-03,23W,NA,2024-08-03
2,2024-08-03,18W,220,2024-08-03
2,2024-08-03,17W,110,2024-08-03
2,2024-08-03,20W,80,2024-08-03
2,2024-08-03,21W,210,2024-08-03
2,2024-08-03,19W,250,2024-08-03
2,2024-08-03,22W,140,2024-08-03
2,2024-08-02,23W,NA,2024-08-02
2,2024-08-02,18W,120,2024-08-02
2,2024-08-02,17W,180,2024-08-02
2,2024-08-02,20W,10,2024-08-02
2,2024-08-02,21W,10,2024-08-02
2,2024-08-02,19W,210,2024-08-02
2,2024-08-02,22W,20,2024-08-02
2,2024-08-01,23W,NA,2024-08-01
2,2024-08-01,18W,140,2024-08-01
2,2024-08-01,17W,80,2024-08-01
2,2024-08-01,20W,70,2024-08-01
2,2024-08-01,21W,270,2024-08-01
2,2024-08-01,19W,130,2024-08-01
2,2024-08-01,22W,150,2024-08-01
2,2024-07-31,23W,NA,2024-07-31
2,2024-07-31,18W,220,2024-07-31
2,2024-07-31,17W,260,2024-07-31
2,2024-07-31,20W,270,2024-07-31
2,2024-07-31,21W,430,2024-07-31
2,2024-07-31,19W,890,2024-07-31
2,2024-07-31,22W,340,2024-07-31
2,2024-07-30,23W,NA,2024-07-30
2,2024-07-30,18W,40,2024-07-30
2,2024-07-30,17W,100,2024-07-30
2,2024-07-30,20W,10,2024-07-30
2,2024-07-30,21W,30,2024-07-30
2,2024-07-30,19W,150,2024-07-30
2,2024-07-30,22W,10,2024-07-30
2,2024-07-29,23W,NA,2024-07-29
2,2024-07-29,18W,200,2024-07-29
2,2024-07-29,17W,140,2024-07-29
2,2024-07-29,20W,10,2024-07-29
2,2024-07-29,21W,10,2024-07-29
2,2024-07-29,19W,30,2024-07-29
2,2024-07-29,22W,10,2024-07-29
2,2024-07-28,23W,NA,2024-07-28
2,2024-07-28,18W,70,2024-07-28
2,2024-07-28,17W,120,2024-07-28
2,2024-07-28,20W,20,2024-07-28
2,2024-07-28,21W,40,2024-07-28
2,2024-07-28,19W,70,2024-07-28
2,2024-07-28,22W,30,2024-07-28
2,2024-07-27,23W,NA,2024-07-27
2,2024-07-27,18W,70,2024-07-27
2,2024-07-27,17W,90,2024-07-27
2,2024-07-27,20W,40,2024-07-27
2,2024-07-27,21W,70,2024-07-27
2,2024-07-27,19W,100,2024-07-27
2,2024-07-27,22W,50,2024-07-27
2,2024-07-26,23W,NA,2024-07-26
2,2024-07-26,18W,430,2024-07-26
2,2024-07-26,17W,420,2024-07-26
2,2024-07-26,20W,1000,2024-07-26
2,2024-07-26,21W,1000,2024-07-26
2,2024-07-26,19W,480,2024-07-26
2,2024-07-26,22W,450,2024-07-26
2,2024-07-25,23W,NA,2024-07-25
2,2024-07-25,18W,900,2024-07-25
2,2024-07-25,17W,880,2024-07-25
2,2024-07-25,20W,120,2024-07-25
2,2024-07-25,21W,780,2024-07-25
2,2024-07-25,19W,790,2024-07-25
2,2024-07-25,22W,590,2024-07-25
2,2024-07-24,23W,NA,2024-07-24
2,2024-07-24,18W,20,2024-07-24
2,2024-07-24,17W,90,2024-07-24
2,2024-07-24,20W,110,2024-07-24
2,2024-07-24,21W,240,2024-07-24
2,2024-07-24,19W,140,2024-07-24
2,2024-07-24,22W,50,2024-07-24
2,2024-07-23,23W,NA,2024-07-23
2,2024-07-23,18W,80,2024-07-23
2,2024-07-23,17W,160,2024-07-23
2,2024-07-23,20W,20,2024-07-23
2,2024-07-23,21W,10,2024-07-23
2,2024-07-23,19W,90,2024-07-23
2,2024-07-23,22W,50,2024-07-23
2,2024-07-22,23W,NA,2024-07-22
2,2024-07-22,18W,100,2024-07-22
2,2024-07-22,17W,180,2024-07-22
2,2024-07-22,20W,100,2024-07-22
2,2024-07-22,21W,30,2024-07-22
2,2024-07-22,19W,130,2024-07-22
2,2024-07-22,22W,80,2024-07-22
2,2024-07-21,23W,NA,2024-07-21
2,2024-07-21,18W,90,2024-07-21
2,2024-07-21,17W,150,2024-07-21
2,2024-07-21,20W,70,2024-07-21
2,2024-07-21,21W,150,2024-07-21
2,2024-07-21,19W,90,2024-07-21
2,2024-07-21,22W,150,2024-07-21
2,2024-07-20,23W,NA,2024-07-20
2,2024-07-20,18W,110,2024-07-20
2,2024-07-20,17W,90,2024-07-20
2,2024-07-20,20W,50,2024-07-20
2,2024-07-20,21W,50,2024-07-20
2,2024-07-20,19W,110,2024-07-20
2,2024-07-20,22W,20,2024-07-20
2,2024-07-19,23W,NA,2024-07-19
2,2024-07-19,18W,120,2024-07-19
2,2024-07-19,17W,110,2024-07-19
2,2024-07-19,20W,150,2024-07-19
2,2024-07-19,21W,40,2024-07-19
2,2024-07-19,19W,170,2024-07-19
2,2024-07-19,22W,180,2024-07-19
2,2024-07-18,23W,NA,2024-07-18
2,2024-07-18,18W,460,2024-07-18
2,2024-07-18,17W,440,2024-07-18
2,2024-07-18,20W,330,2024-07-18
2,2024-07-18,21W,190,2024-07-18
2,2024-07-18,19W,350,2024-07-18
2,2024-07-18,22W,210,2024-07-18
2,2024-07-17,23W,NA,2024-07-17
2,2024-07-17,18W,1000,2024-07-17
2,2024-07-17,17W,1000,2024-07-17
2,2024-07-17,20W,1000,2024-07-17
2,2024-07-17,21W,1000,2024-07-17
2,2024-07-17,19W,1000,2024-07-17
2,2024-07-17,22W,1000,2024-07-17
2,2024-07-16,23W,NA,2024-07-16
2,2024-07-16,18W,710,2024-07-16
2,2024-07-16,17W,690,2024-07-16
2,2024-07-16,20W,1000,2024-07-16
2,2024-07-16,21W,690,2024-07-16
2,2024-07-16,19W,1000,2024-07-16
2,2024-07-16,22W,390,2024-07-16
2,2024-07-15,23W,NA,2024-07-15
2,2024-07-15,18W,30,2024-07-15
2,2024-07-15,17W,90,2024-07-15
2,2024-07-15,20W,90,2024-07-15
2,2024-07-15,21W,50,2024-07-15
2,2024-07-15,19W,30,2024-07-15
2,2024-07-15,22W,110,2024-07-15
2,2024-07-14,23W,NA,2024-07-14
2,2024-07-14,18W,30,2024-07-14
2,2024-07-14,17W,40,2024-07-14
2,2024-07-14,20W,30,2024-07-14
2,2024-07-14,21W,30,2024-07-14
2,2024-07-14,19W,30,2024-07-14
2,2024-07-14,22W,30,2024-07-14
2,2024-07-13,23W,NA,2024-07-13
2,2024-07-13,18W,70,2024-07-13
2,2024-07-13,17W,60,2024-07-13
2,2024-07-13,20W,100,2024-07-13
2,2024-07-13,21W,100,2024-07-13
2,2024-07-13,19W,30,2024-07-13
2,2024-07-13,22W,20,2024-07-13
2,2024-07-12,23W,NA,2024-07-12
2,2024-07-12,18W,150,2024-07-12
2,2024-07-12,17W,230,2024-07-12
2,2024-07-12,20W,60,2024-07-12
2,2024-07-12,21W,10,2024-07-12
2,2024-07-12,19W,130,2024-07-12
2,2024-07-12,22W,100,2024-07-12
2,2024-07-11,23W,NA,2024-07-11
2,2024-07-11,18W,1000,2024-07-11
2,2024-07-11,17W,840,2024-07-11
2,2024-07-11,20W,300,2024-07-11
2,2024-07-11,21W,40,2024-07-11
2,2024-07-11,19W,420,2024-07-11
2,2024-07-11,22W,80,2024-07-11
2,2024-07-10,23W,NA,2024-07-10
2,2024-07-10,18W,130,2024-07-10
2,2024-07-10,17W,450,2024-07-10
2,2024-07-10,20W,10,2024-07-10
2,2024-07-10,21W,40,2024-07-10
2,2024-07-10,19W,220,2024-07-10
2,2024-07-10,22W,20,2024-07-10
2,2024-07-09,23W,NA,2024-07-09
2,2024-07-09,18W,90,2024-07-09
2,2024-07-09,17W,20,2024-07-09
2,2024-07-09,20W,10,2024-07-09
2,2024-07-09,21W,30,2024-07-09
2,2024-07-09,19W,20,2024-07-09
2,2024-07-09,22W,10,2024-07-09
2,2024-07-08,23W,NA,2024-07-08
2,2024-07-08,18W,70,2024-07-08
2,2024-07-08,17W,130,2024-07-08
2,2024-07-08,20W,10,2024-07-08
2,2024-07-08,21W,20,2024-07-08
2,2024-07-08,19W,100,2024-07-08
2,2024-07-08,22W,30,2024-07-08
2,2024-07-07,23W,NA,2024-07-07
2,2024-07-07,18W,140,2024-07-07
2,2024-07-07,17W,180,2024-07-07
2,2024-07-07,20W,50,2024-07-07
2,2024-07-07,21W,20,2024-07-07
2,2024-07-07,19W,30,2024-07-07
2,2024-07-07,22W,80,2024-07-07
2,2024-07-06,23W,NA,2024-07-06
2,2024-07-06,18W,80,2024-07-06
2,2024-07-06,17W,190,2024-07-06
2,2024-07-06,20W,30,2024-07-06
2,2024-07-06,21W,10,2024-07-06
2,2024-07-06,19W,80,2024-07-06
2,2024-07-06,22W,60,2024-07-06
2,2024-07-05,23W,NA,2024-07-05
2,2024-07-05,18W,120,2024-07-05
2,2024-07-05,17W,280,2024-07-05
2,2024-07-05,20W,20,2024-07-05
2,2024-07-05,21W,10,2024-07-05
2,2024-07-05,19W,100,2024-07-05
2,2024-07-05,22W,60,2024-07-05
2,2024-07-04,23W,NA,2024-07-04
2,2024-07-04,18W,120,2024-07-04
2,2024-07-04,17W,130,2024-07-04
2,2024-07-04,20W,50,2024-07-04
2,2024-07-04,21W,250,2024-07-04
2,2024-07-04,19W,50,2024-07-04
2,2024-07-04,22W,470,2024-07-04
2,2024-07-03,23W,NA,2024-07-03
2,2024-07-03,18W,40,2024-07-03
2,2024-07-03,17W,90,2024-07-03
2,2024-07-03,20W,140,2024-07-03
2,2024-07-03,21W,30,2024-07-03
2,2024-07-03,19W,90,2024-07-03
2,2024-07-03,22W,40,2024-07-03
2,2024-07-02,23W,NA,2024-07-02
2,2024-07-02,18W,20,2024-07-02
2,2024-07-02,17W,20,2024-07-02
2,2024-07-02,20W,20,2024-07-02
2,2024-07-02,21W,40,2024-07-02
2,2024-07-02,19W,20,2024-07-02
2,2024-07-02,22W,30,2024-07-02
2,2024-07-01,23W,NA,2024-07-01
2,2024-07-01,18W,70,2024-07-01
2,2024-07-01,17W,60,2024-07-01
2,2024-07-01,20W,50,2024-07-01
2,2024-07-01,21W,10,2024-07-01
2,2024-07-01,19W,20,2024-07-01
2,2024-07-01,22W,10,2024-07-01
2,2024-06-30,23W,NA,2024-06-30
2,2024-06-30,18W,220,2024-06-30
2,2024-06-30,17W,370,2024-06-30
2,2024-06-30,20W,320,2024-06-30
2,2024-06-30,21W,580,2024-06-30
2,2024-06-30,19W,270,2024-06-30
2,2024-06-30,22W,370,2024-06-30
2,2024-06-29,23W,NA,2024-06-29
2,2024-06-29,18W,270,2024-06-29
2,2024-06-29,17W,90,2024-06-29
2,2024-06-29,20W,20,2024-06-29
2,2024-06-29,21W,50,2024-06-29
2,2024-06-29,19W,80,2024-06-29
2,2024-06-29,22W,20,2024-06-29
2,2024-06-28,23W,NA,2024-06-28
2,2024-06-28,18W,180,2024-06-28
2,2024-06-28,17W,70,2024-06-28
2,2024-06-28,20W,80,2024-06-28
2,2024-06-28,21W,100,2024-06-28
2,2024-06-28,19W,130,2024-06-28
2,2024-06-28,22W,50,2024-06-28
2,2024-06-27,23W,NA,2024-06-27
2,2024-06-27,18W,70,2024-06-27
2,2024-06-27,17W,70,2024-06-27
2,2024-06-27,20W,60,2024-06-27
2,2024-06-27,21W,50,2024-06-27
2,2024-06-27,19W,40,2024-06-27
2,2024-06-27,22W,170,2024-06-27
2,2024-06-26,23W,NA,2024-06-26
2,2024-06-26,18W,20,2024-06-26
2,2024-06-26,17W,40,2024-06-26
2,2024-06-26,20W,10,2024-06-26
2,2024-06-26,21W,30,2024-06-26
2,2024-06-26,19W,30,2024-06-26
2,2024-06-26,22W,20,2024-06-26
2,2024-06-25,23W,NA,2024-06-25
2,2024-06-25,18W,20,2024-06-25
2,2024-06-25,17W,40,2024-06-25
2,2024-06-25,20W,10,2024-06-25
2,2024-06-25,21W,30,2024-06-25
2,2024-06-25,19W,30,2024-06-25
2,2024-06-25,22W,20,2024-06-25
2,2024-06-24,23W,NA,2024-06-24
2,2024-06-24,18W,60,2024-06-24
2,2024-06-24,17W,90,2024-06-24
2,2024-06-24,20W,530,2024-06-24
2,2024-06-24,21W,60,2024-06-24
2,2024-06-24,19W,70,2024-06-24
2,2024-06-24,22W,50,2024-06-24
2,2024-06-23,23W,NA,2024-06-23
2,2024-06-23,18W,210,2024-06-23
2,2024-06-23,17W,220,2024-06-23
2,2024-06-23,20W,860,2024-06-23
2,2024-06-23,21W,830,2024-06-23
2,2024-06-23,19W,480,2024-06-23
2,2024-06-23,22W,890,2024-06-23
2,2024-06-22,23W,NA,2024-06-22
2,2024-06-22,18W,130,2024-06-22
2,2024-06-22,17W,170,2024-06-22
2,2024-06-22,20W,140,2024-06-22
2,2024-06-22,21W,130,2024-06-22
2,2024-06-22,19W,110,2024-06-22
2,2024-06-22,22W,170,2024-06-22
2,2024-06-21,23W,NA,2024-06-21
2,2024-06-21,18W,760,2024-06-21
2,2024-06-21,17W,590,2024-06-21
2,2024-06-21,20W,1000,2024-06-21
2,2024-06-21,21W,1000,2024-06-21
2,2024-06-21,19W,980,2024-06-21
2,2024-06-21,22W,1000,2024-06-21
2,2024-06-20,23W,NA,2024-06-20
2,2024-06-20,18W,1000,2024-06-20
2,2024-06-20,17W,1000,2024-06-20
2,2024-06-20,20W,690,2024-06-20
2,2024-06-20,21W,920,2024-06-20
2,2024-06-20,19W,1000,2024-06-20
2,2024-06-20,22W,1000,2024-06-20
2,2024-06-19,23W,NA,2024-06-19
2,2024-06-19,18W,190,2024-06-19
2,2024-06-19,17W,190,2024-06-19
2,2024-06-19,20W,20,2024-06-19
2,2024-06-19,21W,30,2024-06-19
2,2024-06-19,19W,60,2024-06-19
2,2024-06-19,22W,10,2024-06-19
2,2024-06-18,23W,NA,2024-06-18
2,2024-06-18,18W,290,2024-06-18
2,2024-06-18,17W,210,2024-06-18
2,2024-06-18,20W,80,2024-06-18
2,2024-06-18,21W,80,2024-06-18
2,2024-06-18,19W,380,2024-06-18
2,2024-06-18,22W,160,2024-06-18
2,2024-06-17,23W,NA,2024-06-17
2,2024-06-17,18W,30,2024-06-17
2,2024-06-17,17W,70,2024-06-17
2,2024-06-17,20W,90,2024-06-17
2,2024-06-17,21W,100,2024-06-17
2,2024-06-17,19W,70,2024-06-17
2,2024-06-17,22W,80,2024-06-17
2,2024-06-16,23W,NA,2024-06-16
2,2024-06-16,18W,50,2024-06-16
2,2024-06-16,17W,10,2024-06-16
2,2024-06-16,20W,10,2024-06-16
2,2024-06-16,21W,10,2024-06-16
2,2024-06-16,19W,40,2024-06-16
2,2024-06-16,22W,10,2024-06-16
2,2024-06-15,23W,NA,2024-06-15
2,2024-06-15,18W,10,2024-06-15
2,2024-06-15,17W,30,2024-06-15
2,2024-06-15,20W,20,2024-06-15
2,2024-06-15,21W,10,2024-06-15
2,2024-06-15,19W,20,2024-06-15
2,2024-06-15,22W,10,2024-06-15
2,2024-06-14,23W,NA,2024-06-14
2,2024-06-14,18W,230,2024-06-14
2,2024-06-14,17W,210,2024-06-14
2,2024-06-14,20W,220,2024-06-14
2,2024-06-14,21W,350,2024-06-14
2,2024-06-14,19W,130,2024-06-14
2,2024-06-14,22W,310,2024-06-14
2,2024-06-13,23W,NA,2024-06-13
2,2024-06-13,18W,50,2024-06-13
2,2024-06-13,17W,90,2024-06-13
2,2024-06-13,20W,30,2024-06-13
2,2024-06-13,21W,40,2024-06-13
2,2024-06-13,19W,210,2024-06-13
2,2024-06-13,22W,10,2024-06-13
2,2024-06-12,23W,NA,2024-06-12
2,2024-06-12,18W,80,2024-06-12
2,2024-06-12,17W,30,2024-06-12
2,2024-06-12,20W,40,2024-06-12
2,2024-06-12,21W,10,2024-06-12
2,2024-06-12,19W,70,2024-06-12
2,2024-06-12,22W,40,2024-06-12
2,2024-06-11,23W,NA,2024-06-11
2,2024-06-11,18W,60,2024-06-11
2,2024-06-11,17W,10,2024-06-11
2,2024-06-11,20W,10,2024-06-11
2,2024-06-11,21W,10,2024-06-11
2,2024-06-11,19W,10,2024-06-11
2,2024-06-11,22W,10,2024-06-11
2,2024-06-10,23W,NA,2024-06-10
2,2024-06-10,18W,50,2024-06-10
2,2024-06-10,17W,40,2024-06-10
2,2024-06-10,20W,20,2024-06-10
2,2024-06-10,21W,60,2024-06-10
2,2024-06-10,19W,40,2024-06-10
2,2024-06-10,22W,90,2024-06-10
2,2024-06-09,23W,NA,2024-06-09
2,2024-06-09,18W,20,2024-06-09
2,2024-06-09,17W,40,2024-06-09
2,2024-06-09,20W,10,2024-06-09
2,2024-06-09,21W,10,2024-06-09
2,2024-06-09,19W,40,2024-06-09
2,2024-06-09,22W,10,2024-06-09
2,2024-06-08,23W,NA,2024-06-08
2,2024-06-08,18W,10,2024-06-08
2,2024-06-08,17W,30,2024-06-08
2,2024-06-08,20W,10,2024-06-08
2,2024-06-08,21W,90,2024-06-08
2,2024-06-08,19W,30,2024-06-08
2,2024-06-08,22W,20,2024-06-08
2,2024-06-07,23W,NA,2024-06-07
2,2024-06-07,18W,60,2024-06-07
2,2024-06-07,17W,60,2024-06-07
2,2024-06-07,20W,70,2024-06-07
2,2024-06-07,21W,40,2024-06-07
2,2024-06-07,19W,70,2024-06-07
2,2024-06-07,22W,40,2024-06-07
